x,y,z
-367.901279, -368.226492, 5660.992587
-390.391407, -358.049141, 5683.391845
-412.881535, -347.871790, 5705.791104
-435.371663, -337.694440, 5728.190363
-457.861790, -327.517089, 5750.589622
-480.351918, -317.339738, 5772.988880
-502.842046, -307.162387, 5795.388139
-525.332174, -296.985036, 5817.787398
-547.822302, -286.807686, 5840.186656
-570.312430, -276.630335, 5862.585915
-592.802558, -266.452984, 5884.985174
-615.292686, -256.275633, 5907.384432
-637.782813, -246.098282, 5929.783691
-638.000000, -246.000000, 5930.000000
-647.880271, -215.618167, 5939.509761
-657.760542, -185.236333, 5949.019522
-667.640813, -154.854500, 5958.529283
-677.521084, -124.472666, 5968.039043
-687.401355, -94.090833, 5977.548804
-697.281626, -63.708999, 5987.058565
-707.161897, -33.327166, 5996.568326
-717.042168, -2.945332, 6006.078087
-187.000000, -461.000000, 5473.000000
-211.536410, -450.297452, 5492.862808
-236.072820, -439.594903, 5512.725616
-260.609230, -428.892355, 5532.588425
-285.145640, -418.189806, 5552.451233
-309.682050, -407.487258, 5572.314041
-334.218461, -396.784710, 5592.176849
-358.754871, -386.082161, 5612.039657
-383.291281, -375.379613, 5631.902465
-407.827691, -364.677064, 5651.765274
-432.364101, -353.974516, 5671.628082
-456.900511, -343.271968, 5691.490890
-481.436921, -332.569419, 5711.353698
-505.973331, -321.866871, 5731.216506
-530.509741, -311.164322, 5751.079314
-555.046151, -300.461774, 5770.942123
-579.582562, -289.759226, 5790.804931
-604.118972, -279.056677, 5810.667739
-628.655382, -268.354129, 5830.530547
-653.191792, -257.651580, 5850.393355
-677.728202, -246.949032, 5870.256163
-702.264612, -236.246484, 5890.118972
-712.000000, -232.000000, 5898.000000
-722.396096, -201.469693, 5906.422154
-732.792192, -170.939386, 5914.844307
-743.188288, -140.409080, 5923.266461
-753.584383, -109.878773, 5931.688614
-763.980479, -79.348466, 5940.110768
-774.376575, -48.818159, 5948.532922
-784.772671, -18.287853, 5956.955075
-188.000000, -464.000000, 5456.000000
-213.576992, -453.741352, 5474.753366
-239.153984, -443.482703, 5493.506732
-264.730975, -433.224055, 5512.260098
-290.307967, -422.965407, 5531.013464
-315.884959, -412.706759, 5549.766830
-341.461951, -402.448110, 5568.520196
-367.038943, -392.189462, 5587.273562
-392.615934, -381.930814, 5606.026928
-418.192926, -371.672166, 5624.780294
-443.769918, -361.413517, 5643.533660
-469.346910, -351.154869, 5662.287026
-494.923902, -340.896221, 5681.040392
-520.500893, -330.637573, 5699.793758
-546.077885, -320.378924, 5718.547125
-571.654877, -310.120276, 5737.300491
-597.231869, -299.861628, 5756.053857
-622.808861, -289.602980, 5774.807223
-648.385852, -279.344331, 5793.560589
-673.962844, -269.085683, 5812.313955
-699.539836, -258.827035, 5831.067321
-725.116828, -248.568387, 5849.820687
-739.000000, -243.000000, 5860.000000
-750.841623, -213.025892, 5868.511166
-762.683246, -183.051785, 5877.022333
-774.524868, -153.077677, 5885.533499
-786.366491, -123.103569, 5894.044665
-798.208114, -93.129462, 5902.555832
-810.049737, -63.155354, 5911.066998
-821.891359, -33.181247, 5919.578165
-833.732982, -3.207139, 5928.089331
-204.000000, -465.000000, 5443.000000
-230.237006, -454.880012, 5460.897387
-256.474013, -444.760024, 5478.794773
-282.711019, -434.640035, 5496.692160
-308.948026, -424.520047, 5514.589546
-335.185032, -414.400059, 5532.486933
-361.422039, -404.280071, 5550.384319
-387.659045, -394.160083, 5568.281706
-413.896051, -384.040094, 5586.179092
-440.133058, -373.920106, 5604.076479
-466.370064, -363.800118, 5621.973865
-492.607071, -353.680130, 5639.871252
-518.844077, -343.560142, 5657.768638
-545.081083, -333.440154, 5675.666025
-571.318090, -323.320165, 5693.563411
-597.555096, -313.200177, 5711.460798
-623.792103, -303.080189, 5729.358184
-650.029109, -292.960201, 5747.255571
-676.266116, -282.840213, 5765.152957
-702.503122, -272.720224, 5783.050344
-728.740128, -262.600236, 5800.947730
-754.977135, -252.480248, 5818.845117
-764.000000, -249.000000, 5825.000000
-776.944693, -219.429097, 5833.313105
-789.889385, -189.858193, 5841.626211
-802.834078, -160.287290, 5849.939316
-815.778770, -130.716387, 5858.252421
-828.723463, -101.145483, 5866.565527
-841.668156, -71.574580, 5874.878632
-854.612848, -42.003677, 5883.191737
-867.557541, -12.432773, 5891.504843
-368.000000, -441.000000, 5551.000000
-394.817242, -428.845423, 5566.627313
-421.634483, -416.690846, 5582.254627
-448.451725, -404.536269, 5597.881940
-475.268966, -392.381692, 5613.509254
-502.086208, -380.227115, 5629.136567
-528.903449, -368.072537, 5644.763880
-555.720691, -355.917960, 5660.391194
-582.537932, -343.763383, 5676.018507
-609.355174, -331.608806, 5691.645821
-636.172415, -319.454229, 5707.273134
-662.989657, -307.299652, 5722.900447
-689.806898, -295.145075, 5738.527761
-716.624140, -282.990498, 5754.155074
-743.441381, -270.835921, 5769.782388
-770.258623, -258.681344, 5785.409701
-785.000000, -252.000000, 5794.000000
-798.623212, -222.657696, 5802.034202
-812.246425, -193.315393, 5810.068404
-825.869637, -163.973089, 5818.102607
-839.492850, -134.630785, 5826.136809
-853.116062, -105.288481, 5834.171011
-866.739275, -75.946178, 5842.205213
-880.362487, -46.603874, 5850.239415
-893.985700, -17.261570, 5858.273618
-280.000000, -454.000000, 5483.000000
-307.916288, -443.352611, 5497.779211
-335.832576, -432.705222, 5512.558423
-363.748864, -422.057834, 5527.337634
-391.665152, -411.410445, 5542.116845
-419.581440, -400.763056, 5556.896057
-447.497728, -390.115667, 5571.675268
-475.414016, -379.468278, 5586.454479
-503.330304, -368.820890, 5601.233690
-531.246592, -358.173501, 5616.012902
-559.162880, -347.526112, 5630.792113
-587.079168, -336.878723, 5645.571324
-614.995456, -326.231335, 5660.350536
-642.911744, -315.583946, 5675.129747
-670.828032, -304.936557, 5689.908958
-698.744320, -294.289168, 5704.688170
-726.660608, -283.641779, 5719.467381
-754.576896, -272.994391, 5734.246592
-782.493184, -262.347002, 5749.025803
-807.000000, -253.000000, 5762.000000
-821.200289, -223.791275, 5769.504218
-835.400578, -194.582550, 5777.008436
-849.600868, -165.373825, 5784.512654
-863.801157, -136.165100, 5792.016871
-878.001446, -106.956375, 5799.521089
-892.201735, -77.747650, 5807.025307
-906.402024, -48.538925, 5814.529525
-920.602314, -19.330201, 5822.033743
-360.000000, -445.000000, 5508.000000
-388.626301, -433.381794, 5520.516521
-417.252602, -421.763588, 5533.033042
-445.878903, -410.145382, 5545.549562
-474.505204, -398.527177, 5558.066083
-503.131505, -386.908971, 5570.582604
-531.757806, -375.290765, 5583.099125
-560.384107, -363.672559, 5595.615645
-589.010408, -352.054353, 5608.132166
-617.636709, -340.436147, 5620.648687
-646.263011, -328.817941, 5633.165208
-674.889312, -317.199735, 5645.681728
-703.515613, -305.581530, 5658.198249
-732.141914, -293.963324, 5670.714770
-760.768215, -282.345118, 5683.231291
-789.394516, -270.726912, 5695.747811
-818.020817, -259.108706, 5708.264332
-838.000000, -251.000000, 5717.000000
-852.675809, -221.764858, 5723.406107
-867.351617, -192.529715, 5729.812214
-882.027426, -163.294573, 5736.218321
-896.703234, -134.059430, 5742.624428
-911.379043, -104.824288, 5749.030534
-926.054851, -75.589146, 5755.436641
-940.730660, -46.354003, 5761.842748
-955.406468, -17.118861, 5768.248855
-129.000000, -476.000000, 5407.000000
-159.005889, -466.582391, 5418.048364
-189.011779, -457.164781, 5429.096728
-219.017668, -447.747172, 5440.145092
-249.023557, -438.329563, 5451.193457
-279.029447, -428.911954, 5462.241821
-309.035336, -419.494344, 5473.290185
-339.041225, -410.076735, 5484.338549
-369.047115, -400.659126, 5495.386913
-399.053004, -391.241516, 5506.435277
-429.058894, -381.823907, 5517.483642
-459.064783, -372.406298, 5528.532006
-489.070672, -362.988688, 5539.580370
-519.076562, -353.571079, 5550.628734
-549.082451, -344.153470, 5561.677098
-579.088340, -334.735861, 5572.725462
-609.094230, -325.318251, 5583.773826
-639.100119, -315.900642, 5594.822191
-669.106008, -306.483033, 5605.870555
-699.111898, -297.065423, 5616.918919
-729.117787, -287.647814, 5627.967283
-759.123676, -278.230205, 5639.015647
-789.129566, -268.812596, 5650.064011
-819.135455, -259.394986, 5661.112375
-849.141344, -249.977377, 5672.160740
-865.000000, -245.000000, 5678.000000
-879.466759, -215.463700, 5683.425035
-893.933518, -185.927401, 5688.850069
-908.400277, -156.391101, 5694.275104
-922.867036, -126.854802, 5699.700138
-937.333795, -97.318502, 5705.125173
-951.800554, -67.782202, 5710.550208
-966.267313, -38.245903, 5715.975242
-980.734072, -8.709603, 5721.400277
-481.000000, -430.000000, 5517.000000
-509.701924, -416.294831, 5526.973918
-538.403847, -402.589663, 5536.947837
-567.105771, -388.884494, 5546.921755
-595.807694, -375.179326, 5556.895674
-624.509618, -361.474157, 5566.869592
-653.211542, -347.768989, 5576.843511
-681.913465, -334.063820, 5586.817429
-710.615389, -320.358652, 5596.791348
-739.317312, -306.653483, 5606.765266
-768.019236, -292.948315, 5616.739184
-796.721160, -279.243146, 5626.713103
-825.423083, -265.537978, 5636.687021
-854.125007, -251.832809, 5646.660940
-881.000000, -239.000000, 5656.000000
-895.095310, -209.187796, 5660.864753
-909.190620, -179.375591, 5665.729506
-923.285930, -149.563387, 5670.594259
-937.381240, -119.751183, 5675.459012
-951.476550, -89.938978, 5680.323765
-965.571860, -60.126774, 5685.188518
-979.667170, -30.314570, 5690.053271
-993.762480, -0.502366, 5694.918024
-224.000000, -468.000000, 5408.000000
-253.648950, -457.665739, 5419.191689
-283.297901, -447.331478, 5430.383378
-312.946851, -436.997216, 5441.575067
-342.595801, -426.662955, 5452.766756
-372.244751, -416.328694, 5463.958445
-401.893702, -405.994433, 5475.150134
-431.542652, -395.660172, 5486.341823
-461.191602, -385.325910, 5497.533512
-490.840553, -374.991649, 5508.725201
-520.489503, -364.657388, 5519.916890
-550.138453, -354.323127, 5531.108579
-579.787404, -343.988865, 5542.300268
-609.436354, -333.654604, 5553.491957
-639.085304, -323.320343, 5564.683646
-668.734254, -312.986082, 5575.875335
-698.383205, -302.651821, 5587.067024
-728.032155, -292.317559, 5598.258713
-757.681105, -281.983298, 5609.450402
-787.330056, -271.649037, 5620.642091
-816.979006, -261.314776, 5631.833780
-846.627956, -250.980515, 5643.025469
-876.276906, -240.646253, 5654.217158
-881.000000, -239.000000, 5656.000000
-895.095310, -209.187796, 5660.864753
-909.190620, -179.375591, 5665.729506
-923.285930, -149.563387, 5670.594259
-937.381240, -119.751183, 5675.459012
-951.476550, -89.938978, 5680.323765
-965.571860, -60.126774, 5685.188518
-979.667170, -30.314570, 5690.053271
-993.762480, -0.502366, 5694.918024
-224.000000, -468.000000, 5408.000000
-254.132507, -457.651923, 5417.801042
-284.265014, -447.303845, 5427.602085
-314.397521, -436.955768, 5437.403127
-344.530028, -426.607691, 5447.204169
-374.662535, -416.259614, 5457.005212
-404.795042, -405.911536, 5466.806254
-434.927549, -395.563459, 5476.607297
-465.060056, -385.215382, 5486.408339
-495.192563, -374.867304, 5496.209381
-525.325070, -364.519227, 5506.010424
-555.457577, -354.171150, 5515.811466
-585.590084, -343.823073, 5525.612508
-615.722591, -333.474995, 5535.413551
-645.855098, -323.126918, 5545.214593
-675.987605, -312.778841, 5555.015635
-706.120112, -302.430764, 5564.816678
-736.252619, -292.082686, 5574.617720
-766.385125, -281.734609, 5584.418762
-796.517632, -271.386532, 5594.219805
-826.650139, -261.038454, 5604.020847
-856.782646, -250.690377, 5613.821890
-885.000000, -241.000000, 5623.000000
-899.520770, -211.343173, 5627.553123
-914.041541, -181.686345, 5632.106246
-928.562311, -152.029518, 5636.659369
-943.083081, -122.372690, 5641.212492
-957.603851, -92.715863, 5645.765614
-972.124622, -63.059035, 5650.318737
-986.645392, -33.402208, 5654.871860
-1001.166162, -3.745381, 5659.424983
-398.000000, -445.000000, 5456.000000
-427.889859, -432.761148, 5464.241237
-457.779717, -420.522297, 5472.482473
-487.669576, -408.283445, 5480.723710
-517.559434, -396.044594, 5488.964947
-547.449293, -383.805742, 5497.206184
-577.339151, -371.566891, 5505.447420
-607.229010, -359.328039, 5513.688657
-637.118868, -347.089188, 5521.929894
-667.008727, -334.850336, 5530.171130
-696.898585, -322.611485, 5538.412367
-726.788444, -310.372633, 5546.653604
-756.678302, -298.133782, 5554.894841
-786.568161, -285.894930, 5563.136077
-816.458019, -273.656079, 5571.377314
-846.347878, -261.417227, 5579.618551
-876.237736, -249.178376, 5587.859787
-884.000000, -246.000000, 5590.000000
-898.980065, -216.519233, 5594.194418
-913.960129, -187.038466, 5598.388836
-928.940194, -157.557699, 5602.583254
-943.920258, -128.076931, 5606.777672
-958.900323, -98.596164, 5610.972090
-973.880388, -69.115397, 5615.166509
-988.860452, -39.634630, 5619.360927
-1003.840517, -10.153863, 5623.555345
-394.000000, -446.000000, 5438.000000
-424.208244, -433.830217, 5445.104188
-454.416488, -421.660433, 5452.208376
-484.624731, -409.490650, 5459.312565
-514.832975, -397.320867, 5466.416753
-545.041219, -385.151083, 5473.520941
-575.249463, -372.981300, 5480.625129
-605.457707, -360.811517, 5487.729318
-635.665951, -348.641734, 5494.833506
-665.874194, -336.471950, 5501.937694
-696.082438, -324.302167, 5509.041882
-726.290682, -312.132384, 5516.146070
-756.498926, -299.962600, 5523.250259
-786.707170, -287.792817, 5530.354447
-816.915414, -275.623034, 5537.458635
-847.123657, -263.453250, 5544.562823
-877.331901, -251.283467, 5551.667012
-883.000000, -249.000000, 5553.000000
-898.432519, -219.666433, 5556.534165
-913.865038, -190.332866, 5560.068329
-929.297557, -160.999299, 5563.602494
-944.730076, -131.665733, 5567.136659
-960.162596, -102.332166, 5570.670823
-975.595115, -72.998599, 5574.204988
-991.027634, -43.665032, 5577.739153
-1006.460153, -14.331465, 5581.273317
-135.000000, -478.000000, 5387.000000
-166.558530, -468.367678, 5391.731667
-198.117060, -458.735355, 5396.463334
-229.675589, -449.103033, 5401.195001
-261.234119, -439.470711, 5405.926668
-292.792649, -429.838388, 5410.658336
-324.351179, -420.206066, 5415.390003
-355.909709, -410.573744, 5420.121670
-387.468238, -400.941421, 5424.853337
-419.026768, -391.309099, 5429.585004
-450.585298, -381.676776, 5434.316671
-482.143828, -372.044454, 5439.048338
-513.702358, -362.412132, 5443.780005
-545.260887, -352.779809, 5448.511673
-576.819417, -343.147487, 5453.243340
-608.377947, -333.515165, 5457.975007
-639.936477, -323.882842, 5462.706674
-671.495007, -314.250520, 5467.438341
-703.053537, -304.618198, 5472.170008
-734.612066, -294.985875, 5476.901675
-766.170596, -285.353553, 5481.633342
-797.729126, -275.721231, 5486.365010
-829.287656, -266.088908, 5491.096677
-860.846186, -256.456586, 5495.828344
-882.000000, -250.000000, 5499.000000
-897.799202, -220.742218, 5501.340623
-913.598405, -191.484436, 5503.681245
-929.397607, -162.226654, 5506.021868
-945.196809, -132.968872, 5508.362490
-960.996011, -103.711090, 5510.703113
-976.795214, -74.453308, 5513.043735
-992.594416, -45.195526, 5515.384358
-1008.393618, -15.937744, 5517.724980
-223.000000, -471.000000, 5385.000000
-254.406036, -460.451772, 5388.675174
-285.812072, -449.903544, 5392.350349
-317.218108, -439.355316, 5396.025523
-348.624144, -428.807089, 5399.700698
-380.030180, -418.258861, 5403.375872
-411.436216, -407.710633, 5407.051047
-442.842252, -397.162405, 5410.726221
-474.248287, -386.614177, 5414.401395
-505.654323, -376.065949, 5418.076570
-537.060359, -365.517721, 5421.751744
-568.466395, -354.969493, 5425.426919
-599.872431, -344.421266, 5429.102093
-631.278467, -333.873038, 5432.777267
-662.684503, -323.324810, 5436.452442
-694.090539, -312.776582, 5440.127616
-725.496575, -302.228354, 5443.802791
-756.902611, -291.680126, 5447.477965
-788.308647, -281.131898, 5451.153140
-819.714683, -270.583670, 5454.828314
-851.120719, -260.035443, 5458.503488
-881.000000, -250.000000, 5462.000000
-896.813243, -220.716217, 5463.874162
-912.626486, -191.432433, 5465.748324
-928.439729, -162.148650, 5467.622486
-944.252972, -132.864866, 5469.496649
-960.066215, -103.581083, 5471.370811
-975.879458, -74.297299, 5473.244973
-991.692701, -45.013516, 5475.119135
-1007.505944, -15.729733, 5476.993297
-411.000000, -442.000000, 5392.000000
-441.758668, -429.276798, 5393.770755
-472.517337, -416.553596, 5395.541510
-503.276005, -403.830395, 5397.312265
-534.034673, -391.107193, 5399.083020
-564.793341, -378.383991, 5400.853774
-595.552010, -365.660789, 5402.624529
-626.310678, -352.937587, 5404.395284
-657.069346, -340.214386, 5406.166039
-687.828014, -327.491184, 5407.936794
-718.586683, -314.767982, 5409.707549
-749.345351, -302.044780, 5411.478304
-780.104019, -289.321578, 5413.249059
-810.862688, -276.598377, 5415.019814
-841.621356, -263.875175, 5416.790568
-872.380024, -251.151973, 5418.561323
-880.000000, -248.000000, 5419.000000
-895.655290, -218.587031, 5419.948805
-911.310580, -189.174061, 5420.897611
-926.965870, -159.761092, 5421.846416
-942.621161, -130.348122, 5422.795222
-958.276451, -100.935153, 5423.744027
-973.931741, -71.522184, 5424.692833
-989.587031, -42.109214, 5425.641638
-1005.242321, -12.696245, 5426.590444
-226.000000, -472.000000, 5372.000000
